State	County	UFO Sightings	Median Household Income (USD)	Percent In Poverty	Population
MI	Washtenaw	550	56,177	13	344791
MI	Otsego	19	43,601	12.8	24164
MI	Osceola	11	37,840	20.2	23528
MI	Marquette	28	44,239	14.2	67077
MI	Menominee	3	40,253	13.8	24029
MI	Oakland	477	60,392	10.3	1202362
MI	Michigan	0	45,354	16.7	9883640
MI	Monroe	136	50,777	12.1	152021
RI	Bristol	2	60,631	8.2	49875
RI	Washington	133	67,195	8.8	126979
RI	Rhode Island	0	52,053	14.1	1052567
RI	Providence	434	45,572	17.5	626667
RI	Newport	73	67,431	8.6	82888
RI	Kent	165	54,665	10.2	166158
KS	Wilson	0	37,078	16	9409
KS	Shawnee	563	45,359	17.5	177934
KS	Russell	1	36,575	15.4	6970
KS	Harper	4	37,468	14.4	6034
KS	Finney	16	46,697	15.2	36776
KS	Smith	0	38,120	13.9	3853
KS	Montgomery	10	37,495	18.6	35471
KS	Phillips	10	42,071	11.4	5642
KS	Republic	0	38,331	12.3	4980
KS	Bourbon	1	37,192	15.9	15173
KS	Chautauqua	0	34,772	15.6	3669
KS	Brown	2	40,464	18.4	9984
KS	Stanton	0	49,580	12.3	2235
KS	Nemaha	2	44,056	10	10178
KS	Kansas	0	47,888	13.5	2853118
KS	Kearny	1	49,426	11.4	3977
KS	Barber	1	42,565	12.5	4861
KS	Trego	0	40,178	11.6	3001
KS	Greenwood	3	35,146	17.4	6689
KS	Doniphan	0	45,202	13	7945
KS	Miami	8	58,445	8.8	32787
KS	Kiowa	0	41,166	13.2	2553
KS	Sedgwick	1498	45,996	15.3	498365
KS	Cowley	8	39,155	17.3	36311
KS	Seward	1	43,449	15.6	22952
KS	Thomas	21	45,797	10.5	7900
KS	Washington	0	40,956	9.9	5799
KS	Marion	1	45,899	10.9	12660
KS	Allen	2	39,662	18.4	13371
KS	Greeley	0	47,625	10.5	1247
KS	Chase	0	39,683	13.1	2790
KS	Jackson	3	50,709	11.3	13462
KS	Grant	0	51,460	11.2	7829
KS	Anderson	0	41,054	14.6	8102
KS	Jefferson	1	52,592	9	19126
KS	Cheyenne	0	35,730	12.6	2726
KS	Butler	30	55,182	9.1	65880
KS	McPherson	7	54,881	9.3	29180
KS	Rice	1	41,687	13.8	10083
KS	Gove	1	41,263	11.6	2695
KS	Sherman	6	37,927	16.9	6010
KS	Ford	3	43,876	14.1	33848
KS	Linn	2	43,509	14.3	9656
KS	Osborne	0	36,519	14.4	3858
KS	Hamilton	0	42,586	12.8	2690
KS	Coffey	3	49,727	9.7	8601
KS	Gray	1	51,828	8.1	6006
KS	Rush	1	38,595	13.4	3307
KS	Johnson	785	71,389	6.6	544179
KS	Neosho	16	38,363	16.4	16512
KS	Barton	11	43,675	13.3	27674
KS	Wyandotte	174	37,805	23.9	157505
KS	Clay	1	46,421	11.6	8535
KS	Clark	0	41,715	11.2	2215
KS	Morris	0	44,417	11	5923
KS	Jewell	0	37,640	13.6	3077
KS	Graham	1	40,049	12.5	2597
KS	Saline	66	43,927	17.2	55606
KS	Elk	0	32,619	18.3	2882
KS	Lyon	8	39,258	19.6	33690
KS	Wallace	0	43,553	12.6	1485
KS	Cherokee	4	36,204	20.1	21603
KS	Harvey	11	46,941	10.1	34684
KS	Woodson	0	33,134	17.2	3309
KS	Dickinson	1	45,037	11.6	19754
KS	Riley	15	45,523	21.2	71115
KS	Labette	11	39,683	17.1	21607
KS	Ness	1	51,717	10.3	3107
KS	Lincoln	1	39,442	12.9	3241
KS	Rawlins	1	40,211	13	2519
KS	Ottawa	6	53,086	9.9	6091
KS	Franklin	7	46,965	11.6	25992
KS	Sumner	4	47,113	12.1	24132
KS	Geary	4	43,691	12.1	34362
KS	Osage	8	45,221	12.1	16295
KS	Rooks	3	38,487	14.4	5181
KS	Marshall	3	43,584	11.8	10117
KS	Hodgeman	1	43,338	10.6	1916
KS	Pottawatomie	3	52,861	9	21604
KS	Ellis	3	42,409	13.6	28452
KS	Edwards	0	41,800	12.1	3037
KS	Lane	0	44,288	9.7	1750
KS	Douglas	325	47,335	15.6	110826
KS	Crawford	3	35,407	19.2	39134
KS	Norton	0	40,386	13.9	5671
KS	Atchison	0	41,659	15.6	16924
KS	Pratt	22	43,987	11.3	9656
KS	Decatur	0	37,081	13.1	2961
KS	Stafford	0	39,980	13.8	4437
KS	Sheridan	1	46,699	13.1	2556
KS	Wichita	0	45,918	12.8	2234
KS	Wabaunsee	0	50,740	9.3	7053
KS	Meade	0	48,634	10.2	4575
KS	Mitchell	3	42,946	10.3	6373
KS	Comanche	0	38,207	10.4	1891
KS	Leavenworth	56	60,848	9.4	76227
KS	Stevens	0	50,070	11.5	5724
KS	Kingman	3	46,574	12.4	7858
KS	Pawnee	3	42,658	14.1	6973
KS	Reno	47	41,717	14.6	64511
KS	Logan	1	42,297	10.4	2756
KS	Haskell	0	51,257	11	4256
KS	Scott	0	46,925	9.2	4936
KS	Morton	1	49,526	11.2	3233
KS	Ellsworth	0	41,622	10.8	6497
KS	Cloud	1	37,539	16	9533
MT	Judith Basin	1	35,631	16	2072
MT	Richland	0	49,444	11.4	9746
MT	Glacier	21	32,460	28.8	13399
MT	Silver Bow	171	37,851	17.7	34200
MT	Treasure	0	39,931	11.4	718
MT	Petroleum	1	29,656	20.6	494
MT	Lake	10	35,558	21.5	28746
MT	Liberty	0	31,851	21.9	2339
MT	Wheatland	1	29,187	17.2	2168
MT	Phillips	6	36,144	16.5	4253
MT	Jefferson	8	58,241	10	11406
MT	Hill	78	39,678	18.5	16096
MT	Granite	0	36,448	14.8	3079
MT	Wibaux	0	37,508	12.9	1017
MT	Valley	3	40,522	13.4	7369
MT	Lincoln	15	33,908	18.7	19687
MT	Powell	3	36,872	20.5	7027
MT	Mineral	3	33,333	17.9	4223
MT	Broadwater	0	40,730	11.8	5612
MT	Sanders	8	30,710	19.4	11413
MT	Custer	6	39,469	14.9	11699
MT	Park	12	37,835	13.9	15636
MT	Chouteau	1	38,434	16.6	5813
MT	Teton	0	39,076	15.5	6073
MT	Musselshell	0	36,188	17.7	4538
MT	Montana	0	42,303	15.2	989415
MT	Yellowstone	179	48,059	12.9	147972
MT	Meagher	3	29,026	19.5	1891
MT	Carbon	5	42,256	13.1	10078
MT	Stillwater	4	51,830	10.2	9117
MT	Flathead	266	42,278	14.8	90928
MT	Sheridan	0	40,974	11.7	3384
MT	Daniels	2	39,453	11.1	1751
MT	Golden Valley	0	33,265	21.1	884
MT	Powder River	0	36,550	14.5	1743
MT	Fallon	0	48,347	9.5	2890
MT	Fergus	7	37,669	13.6	11586
MT	Big Horn	15	34,507	25.9	12865
MT	Ravalli	25	39,409	17.5	40212
MT	Missoula	568	44,084	15	109299
MT	Cascade	235	41,827	13.5	81327
MT	Roosevelt	29	35,141	27.3	10425
MT	Rosebud	3	44,683	18.8	9233
MT	McCone	0	39,062	16.2	1734
MT	Madison	0	42,174	11.6	7691
MT	Beaverhead	4	35,952	18.1	9246
MT	Carter	0	34,240	18.6	1160
MT	Lewis and Clark	92	50,889	11.4	63395
MT	Sweet Grass	1	41,211	11.4	3651
MT	Pondera	6	35,091	19.4	6153
MT	Deer Lodge	4	36,135	18.7	9298
MT	Garfield	0	36,638	19.1	1206
MT	Prairie	1	32,963	15.6	1179
MT	Blaine	6	31,724	28.3	6491
MT	Dawson	1	44,548	12.4	8966
MT	Toole	1	44,175	15.9	5324
MT	Gallatin	455	49,354	12.9	89513
MS	Yalobusha	1	31,644	23.9	12678
MS	Mississippi	0	36,992	22.4	2967297
MS	Yazoo	4	28,474	39	28065
MS	Jackson	46	45,766	16.6	139668
MS	Sunflower	1	26,921	39.2	29450
MS	Leake	1	31,672	27.1	23805
MS	Tate	3	41,465	18.2	28886
MS	Washington	1	25,559	42.2	51137
MS	Pontotoc	16	37,493	16	29957
MS	Quitman	1	25,507	36.9	8223
MS	Smith	2	36,912	20.8	16491
MS	Calhoun	1	30,281	22.3	14962
MS	Monroe	3	34,468	24.1	36989
MS	Hinds	111	37,265	22.9	245285
MS	Bolivar	1	28,984	33.9	34145
MS	Tishomingo	2	33,775	17.7	19593
MS	Covington	3	32,900	21.7	19568
MS	Perry	10	34,470	21.7	12250
MS	Webster	1	32,798	23.4	10253
MS	Wilkinson	3	27,622	33.3	9878
MS	Lincoln	0	35,523	17.8	34869
MS	Newton	2	34,123	21.6	21720
MS	Lamar	9	49,742	16.2	55658
MS	Noxubee	1	24,699	32.6	11545
MS	Lee	47	41,026	20.5	82910
MS	Lawrence	0	36,844	18.2	12929
MS	Pearl River	16	39,424	21.5	55834
MS	Rankin	42	51,007	13.8	141617
MS	Jasper	1	32,501	19.6	17062
MS	Union	0	37,403	20	27134
MS	Walthall	1	30,278	24.5	15443
MS	Amite	1	31,799	22.5	13131
MS	Scott	1	32,711	21	28264
MS	DeSoto	33	58,979	10.4	161252
MS	Choctaw	1	31,632	23.4	8547
MS	Prentiss	1	33,940	21.8	25276
MS	Clarke	6	31,999	25.4	16732
MS	Claiborne	0	22,750	34.9	9604
MS	Alcorn	10	33,299	22.5	37057
MS	Jones	14	35,696	23.4	67761
MS	Pike	8	29,601	27.1	40404
MS	Stone	0	37,975	19.3	17786
MS	Adams	2	28,587	30.8	32297
MS	Tippah	0	33,223	20.7	22232
MS	Hancock	2	42,255	18.9	43929
MS	Benton	0	27,586	25.9	8729
MS	Leflore	10	26,037	37.2	32317
MS	Sharkey	0	24,987	37.9	4916
MS	Coahoma	3	25,719	38.7	26151
MS	Greene	0	37,348	23.9	14400
MS	Chickasaw	0	31,702	24.8	17392
MS	Tallahatchie	0	27,352	34.8	15378
MS	Lafayette	7	38,725	20.9	47351
MS	Franklin	6	32,375	20.8	8118
MS	Clay	0	30,777	28.4	20634
MS	Copiah	2	31,275	23.4	29449
MS	Grenada	1	32,715	21.5	21906
MS	Montgomery	0	30,197	23.5	10925
MS	Simpson	9	34,843	21.9	27503
MS	Kemper	1	27,711	26.6	10456
MS	Lauderdale	10	34,199	24.4	80261
MS	Madison	10	57,089	12.8	95203
MS	Panola	6	32,377	27.9	34707
MS	Tunica	4	29,808	28.1	10778
MS	Issaquena	0	27,124	43.3	1406
MS	Marshall	4	35,443	25.3	37144
MS	Winston	2	31,021	29.7	19198
MS	Carroll	0	34,436	18.8	10597
MS	Itawamba	11	37,134	17.2	23401
MS	George	6	43,487	17.2	22578
MS	Holmes	1	22,536	41.2	19198
MS	Jefferson	0	24,671	37.9	7726
MS	Marion	13	31,026	24.7	27088
MS	Wayne	1	32,355	24.8	20747
MS	Harrison	171	41,522	19.7	187105
MS	Attala	1	29,317	24.3	19564
MS	Jefferson Davis	1	27,988	25	12487
MS	Oktibbeha	28	33,008	26.5	47671
MS	Lowndes	12	35,774	25.8	59779
MS	Forrest	22	32,555	29	74934
MS	Neshoba	0	34,698	22.4	29676
MS	Humphreys	1	24,205	42.2	9375
MS	Warren	28	37,578	23.3	48773
SC	Lancaster	18	38,312	19.7	76652
SC	Colleton	14	32,446	22.6	38892
SC	Richland	447	45,944	17	384504
SC	Cherokee	15	35,223	20.6	55342
SC	Sumter	70	36,554	20.9	107456
SC	Greenville	273	45,666	15.4	451225
SC	Fairfield	137	32,261	23.4	23956
SC	Kershaw	6	42,174	18.3	61697
SC	Anderson	68	38,851	18.7	187126
SC	Abbeville	3	34,658	19.1	25417
SC	Union	0	34,125	18.7	28961
SC	Horry	9953	40,697	19.5	269291
SC	Spartanburg	52	41,888	17.2	284307
SC	Pickens	59	40,110	17	119224
SC	Williamsburg	10	28,083	32.2	34423
SC	Georgetown	253	38,340	20.3	60158
SC	Lee	4	29,756	27.1	19220
SC	Clarendon	2	30,913	27.8	34971
SC	Marlboro	2	28,630	33.1	28933
SC	Saluda	3	39,570	19.3	19875
SC	Oconee	6	42,671	13.6	74273
SC	Newberry	1	39,054	19	37508
SC	York	192	51,403	13.1	226073
SC	Berkeley	85	49,284	15	177843
SC	South Carolina	0	42,117	18.1	4625364
SC	Beaufort	38	55,266	13	162233
SC	Greenwood	7	35,619	22.1	69661
SC	Orangeburg	6	32,699	26.7	92501
SC	Laurens	14	36,345	19.5	66537
SC	McCormick	0	34,963	21	10233
SC	Bamberg	0	29,101	27.6	15987
SC	Lexington	117	51,523	12.9	262391
SC	Calhoun	0	37,507	18.5	15175
SC	Chester	5	34,908	20.8	33140
SC	Charleston	505	46,187	18.7	350209
SC	Chesterfield	1	32,483	23.7	46734
SC	Dorchester	192	51,132	11.7	136555
SC	Allendale	0	24,615	40.4	10419
SC	Hampton	2	33,367	23.7	21090
SC	Edgefield	0	41,501	20.6	26985
SC	Aiken	38	43,196	17.7	160099
SC	Dillon	5	28,665	26.2	32062
SC	Marion	0	27,917	29.5	33062
SC	Jasper	4	35,533	25.9	24777
SC	Darlington	22	33,772	23.2	68681
SC	Barnwell	17	30,898	30.4	22621
SC	Florence	57	38,914	21.7	136885
KY	Metcalfe	6	28,538	21.4	10099
KY	Daviess	56	41,878	16.2	96656
KY	Russell	38	29,478	27.8	17565
KY	Shelby	4	51,845	12.1	42074
KY	Union	5	41,209	19.4	15007
KY	Montgomery	8	37,678	19.2	26499
KY	Wayne	6	26,683	28.3	20813
KY	Robertson	0	32,844	22.6	2282
KY	Bourbon	15	39,219	17	19985
KY	Nicholas	0	36,306	18.7	7135
KY	Powell	2	32,041	25.2	12613
KY	Boyle	10	39,241	16.6	28432
KY	Henderson	16	41,309	16.5	46250
KY	Menifee	0	28,061	28.4	6306
KY	Breckinridge	1	35,428	20.7	20059
KY	Casey	1	26,612	27.8	15955
KY	Adair	7	30,177	24	18656
KY	Hancock	1	46,729	14.2	8565
KY	Nelson	29	43,330	16	43437
KY	Henry	3	40,806	17.1	15416
KY	Barren	8	38,000	19.4	42173
KY	Webster	0	41,516	15.1	13621
KY	Bullitt	22	51,409	10.5	74319
KY	Washington	0	38,618	16.7	11717
KY	Trimble	1	44,533	15	8809
KY	Marion	3	36,816	18.4	19820
KY	Hickman	0	39,087	18.7	4902
KY	Allen	10	35,617	22.3	19956
KY	Warren	171	41,001	20.5	113792
KY	Perry	30	31,604	28.7	28712
KY	Graves	3	34,811	19.7	37121
KY	Grant	6	42,690	18.4	24662
KY	Caldwell	0	36,255	18.8	12984
KY	Oldham	4	75,724	7.7	60316
KY	Mason	6	36,795	21.6	17490
KY	Wolfe	1	25,968	31.8	7355
KY	Anderson	1	52,660	12.8	21421
KY	Jefferson	3744	42,535	17.3	741096
KY	Crittenden	0	33,966	20	9315
KY	Butler	0	35,162	19.5	12690
KY	Breathitt	3	28,045	28.3	13878
KY	Kenton	45	51,049	13.3	159720
KY	Lee	0	24,908	37.3	7887
KY	Boyd	56	38,029	19.1	49542
KY	Rockcastle	0	30,900	23.9	17056
KY	McLean	1	38,580	16.4	9531
KY	Johnson	15	34,260	23.4	23356
KY	Hopkins	28	39,738	19.3	46920
KY	Whitley	5	29,813	26.2	35637
KY	Woodford	4	55,962	11.2	24939
KY	Green	3	31,423	21.6	11258
KY	Clay	4	24,081	38	21730
KY	Ohio	2	35,975	20.4	23842
KY	Spencer	1	62,579	9	17061
KY	Fulton	2	30,662	27.1	6813
KY	Madison	174	41,945	21.4	82916
KY	Taylor	6	35,962	22.8	24512
KY	Clinton	0	27,133	25.4	10272
KY	Clark	9	45,016	17.4	35613
KY	Owen	0	40,413	16.7	10841
KY	Todd	3	36,173	23.6	12460
KY	Grayson	2	32,970	20.8	25746
KY	Hart	1	31,733	25.3	18199
KY	Carlisle	0	38,182	14.4	5104
KY	Lyon	9	39,588	14.9	8314
KY	Morgan	2	30,502	31.8	13923
KY	Pendleton	0	43,517	15	14877
KY	Magoffin	1	28,943	29.4	13333
KY	Jessamine	7	43,503	16.1	48586
KY	Letcher	3	33,410	23.2	24519
KY	Jackson	2	26,462	30.2	13494
KY	Lawrence	30	33,313	20	15860
KY	Trigg	1	42,387	15	14339
KY	McCracken	92	41,585	16.1	65565
KY	Fayette	870	45,820	20	295803
KY	Floyd	3	28,589	29.9	39451
KY	Pike	26	30,302	27.3	65024
KY	Lincoln	4	32,864	23.3	24742
KY	Ballard	1	41,776	14.4	8249
KY	Livingston	9	38,608	14.7	9519
KY	Harlan	14	28,503	33.7	29278
KY	Franklin	10	46,323	16	49285
KY	Owsley	0	22,335	40.1	4755
KY	Larue	1	37,863	19.1	14193
KY	Bell	9	26,911	30.2	28691
KY	Marshall	7	43,825	11.5	31448
KY	Carroll	1	42,192	22.3	10811
KY	Bath	2	32,091	27.8	11591
KY	Harrison	0	42,124	16.6	18846
KY	Campbell	9	47,341	13	90336
KY	Laurel	11	34,712	24	58849
KY	Mercer	19	41,985	15.3	21331
KY	Gallatin	1	42,761	16.7	8589
KY	Cumberland	1	27,382	26.3	6856
KY	Pulaski	4	33,026	21.5	63063
KY	Rowan	79	35,145	28.3	23333
KY	Elliott	2	29,335	29.9	7852
KY	Fleming	13	33,141	18.9	14348
KY	Christian	32	36,542	19.7	73955
KY	Greenup	18	40,752	17.3	36910
KY	Leslie	1	30,597	29.2	11310
KY	Knox	7	25,965	33.9	31883
KY	McCreary	2	24,691	36.5	18306
KY	Hardin	80	44,203	14.7	105543
KY	Bracken	0	42,056	16.5	8488
KY	Kentucky	0	40,089	18.9	4339367
KY	Meade	3	46,671	14.3	28602
KY	Boone	90	64,005	9.2	118811
KY	Martin	0	29,575	36.6	12929
KY	Garrard	16	40,834	17	16912
KY	Edmonson	2	34,849	18.8	12161
KY	Simpson	3	40,905	16.2	17327
KY	Muhlenberg	83	37,614	21	31499
KY	Carter	7	34,303	23.2	27720
KY	Knott	6	30,693	26.4	16346
KY	Lewis	4	29,453	28.4	13870
KY	Calloway	49	39,038	17.2	37191
KY	Estill	0	29,486	28.7	14672
KY	Logan	5	37,316	17.9	26835
KY	Scott	12	56,791	11.3	47173
KY	Monroe	2	28,074	24.5	10963
OR	Wheeler	0	31,983	19.8	1441
OR	Jackson	551	40,603	15.7	203206
OR	Grant	1	36,792	16.5	7445
OR	Union	21	41,192	16.7	25748
OR	Umatilla	29	43,691	15.5	75889
OR	Lane	3304	40,545	19.1	351715
OR	Douglas	132	36,991	19.5	107667
OR	Klamath	83	37,370	17.4	66380
OR	Wasco	34	41,711	15.7	25213
OR	Jefferson	17	40,888	21.1	21720
OR	Hood River	22	49,490	13	22346
OR	Coos	45	36,216	19.1	63043
OR	Multnomah	30593	48,018	18	735334
OR	Columbia	37	50,707	13.4	49351
OR	Crook	55	39,867	17.4	20978
OR	Sherman	1	49,295	13.7	1765
OR	Oregon	0	46,536	15.8	3831074
OR	Linn	178	43,019	18.1	116672
OR	Lincoln	238	38,302	17	46034
OR	Wallowa	1	38,522	16.6	7008
OR	Harney	4	36,441	19.1	7422
OR	Baker	37	37,868	20	16134
OR	Clatsop	75	44,234	14.8	37039
OR	Benton	384	49,156	19.1	85579
OR	Lake	17	36,167	20.4	7895
OR	Yamhill	99	50,288	14.7	99193
OR	Malheur	17	32,412	39.5	31313
OR	Deschutes	424	46,631	14.8	157733
OR	Curry	76	36,994	16	22364
OR	Clackamas	315	57,960	10.4	375992
OR	Gilliam	0	45,827	11.4	1871
OR	Morrow	3	45,652	16.7	11173
OR	Josephine	309	36,102	18.8	82713
OR	Washington	1172	60,555	9.7	529710
OR	Tillamook	36	40,797	16	25250
OR	Marion	1954	44,725	17.9	315335
OR	Polk	44	49,504	15.7	75403
SD	Bon Homme	1	41,580	17.2	7070
SD	Hughes	6	54,989	10.4	17022
SD	Deuel	0	45,772	9.4	4364
SD	Lyman	1	39,774	21.9	3755
SD	Grant	0	45,436	11.4	7356
SD	Union	1	65,142	7	14399
SD	Clay	4	40,492	19.7	13864
SD	Miner	0	45,947	13	2389
SD	Jerauld	0	37,924	15.7	2071
SD	Douglas	0	42,472	14.2	3002
SD	Hamlin	0	49,091	10.8	5903
SD	McCook	0	44,915	9.7	5618
SD	Brookings	1	48,290	17.2	31965
SD	Jackson	0	30,499	32.9	3031
SD	McPherson	0	35,675	17.8	2459
SD	Sully	0	48,026	9	1373
SD	Brown	1	47,803	10.3	36531
SD	Minnehaha	329	49,954	11.7	169468
SD	Pennington	255	45,999	15.2	100948
SD	Custer	1	46,565	11.2	8216
SD	Lawrence	11	45,424	14	24097
SD	Yankton	28	45,297	12.3	22438
SD	Aurora	0	43,934	11.7	2710
SD	Hand	0	43,683	11.1	3431
SD	Walworth	0	37,506	16.3	5438
SD	Codington	11	44,999	11.1	27227
SD	Haakon	0	38,900	13.4	1937
SD	Butte	0	38,767	15.3	10110
SD	Day	1	37,186	17	5710
SD	Moody	6	47,162	11.2	6486
SD	Jones	0	38,019	15.5	1006
SD	Davison	15	40,972	14.8	19504
SD	Lincoln	2	74,100	4.9	44828
SD	Spink	0	44,272	12.6	6415
SD	Corson	0	27,233	40.9	4050
SD	Hutchinson	1	41,592	12.3	7343
SD	Edmunds	3	48,588	11.6	4071
SD	Roberts	7	39,057	20.4	10149
SD	Campbell	0	38,767	12	1466
SD	Meade	3	48,120	10.6	25434
SD	Mellette	0	30,003	33.5	2048
SD	Faulk	0	42,633	14.2	2364
SD	Hanson	0	53,987	10.2	3331
SD	Gregory	1	31,962	24.4	4271
SD	Buffalo	0	20,577	39	1912
SD	Ziebach	0	25,669	50.1	2801
SD	Tripp	0	36,390	21.3	5644
SD	Brule	1	42,604	14.2	5255
SD	Beadle	10	39,504	14.6	17398
SD	South Dakota	0	45,861	14.6	814180
SD	Sanborn	0	43,361	14.5	2355
SD	Harding	0	37,407	17.6	1255
SD	Clark	0	42,413	14.6	3691
SD	Fall River	1	36,993	16.7	7094
SD	Marshall	1	40,437	14.2	4656
SD	Bennett	0	31,183	34.2	3431
SD	Potter	0	44,502	11.7	2329
SD	Charles Mix	3	35,122	25.7	9129
SD	Perkins	0	31,033	17.3	2982
SD	Hyde	1	38,926	13.8	1420
SD	Kingsbury	2	47,775	9.8	5148
SD	Todd	9	26,393	49.1	9612
SD	Lake	1	46,388	11.6	11200
SD	Stanley	0	50,944	10.1	2966
SD	Turner	1	47,912	10.9	8347
SD	Dewey	10	31,374	32	5301
SD	Shannon	4	27,307	47.3	13586
